
Epoch:1000/10000 Loss:0.5206795930862427
Epoch:2000/10000 Loss:0.455078661441803
Epoch:3000/10000 Loss:0.41315406560897827
Epoch:4000/10000 Loss:0.4143708050251007
Epoch:5000/10000 Loss:0.3821165859699249
Epoch:6000/10000 Loss:0.38824671506881714
Epoch:7000/10000 Loss:0.37687236070632935
Epoch:8000/10000 Loss:0.3661333918571472
Epoch:9000/10000 Loss:0.35806024074554443
Epoch:10000/10000 Loss:0.3642050623893738
