
Epoch:1000/10000 Loss:0.49984073638916016
Epoch:2000/10000 Loss:0.4099218249320984
Epoch:3000/10000 Loss:0.3910123109817505
Epoch:4000/10000 Loss:0.3885905146598816
Epoch:5000/10000 Loss:0.37916111946105957
Epoch:6000/10000 Loss:0.38364383578300476
Epoch:7000/10000 Loss:0.3691403865814209
Epoch:8000/10000 Loss:0.3578985631465912
Epoch:9000/10000 Loss:0.36407768726348877
Epoch:10000/10000 Loss:0.3375577926635742
